ID,都道府県,市区町村,市区町村名,種別,人口,議員定数,定数条例等の適用年月,議員実数,議長報酬月額,副議長報酬月額,議員報酬月額,期末手当支給率3月,期末手当支給率6月,期末手当支給率12月,期末手当支給率合計,期末手当加算率,備考,議員報酬年額試算,定数分報酬月額,定数分報酬年額試算,人口あたり報酬月額,人口あたり定数分報酬月額,人口あたり定数分報酬年額,市区町村2016,種別2016,人口2016,議員定数2016,定数条例等の適用年月2016,議員実数2016,議長報酬月額2016,副議長報酬月額2016,議員報酬月額2016,期末手当支給率3月2016,期末手当支給率6月2016,期末手当支給率12月2016,期末手当支給率合計2016,期末手当加算率2016,備考2016,議員報酬年額試算2016,定数分報酬月額2016,定数分報酬年額試算2016,人口あたり報酬月額2016,人口あたり定数分報酬月額2016
23,北海道,根室市,北海道根室市,一般市,"25,953",18,2013年9月,17,"405,000","340,000","315,000",0,217.5,227.5,445,15,," 5,392,013 "," 5,785,000 "," 99,024,738 ",12.1,222.9,"3,815.5",根室市,市区,"27,018",18,2013年9月,18,"405,000","340,000","315,000",0,207.5,222.5,430,15,," 5,337,675 "," 5,785,000 "," 90,446,903 ",11.7,214.1
24,北海道,千歳市,北海道千歳市,一般市,"97,021",23,2017年5月,23,"460,000","420,000","385,000",0,212.5,232.5,445,15,," 6,590,238 "," 8,965,000 "," 153,458,388 ",4.0,92.4,"1,581.7",千歳市,市区,"96,384",25,2009年5月,24,"460,000","420,000","385,000",0,202.5,227.5,430,15,," 6,523,825 "," 9,735,000 "," 110,546,215 ",4.0,101.0
25,北海道,滝川市,北海道滝川市,一般市,"40,365",18,2007年4月,18,"430,000","360,000","330,000",0,212.5,232.5,445,20,," 5,722,200 "," 6,070,000 "," 105,253,800 ",8.2,150.4,"2,607.6",滝川市,市区,"41,241",18,2007年4月,18,"430,000","360,000","330,000",0,202.5,227.5,430,20,," 5,662,800 "," 6,070,000 "," 97,173,648 ",8.0,147.2
26,北海道,砂川市,北海道砂川市,一般市,"17,137",14,2007年4月,13,"394,000","348,000","318,000",0,210,235,445,15,," 5,443,365 "," 4,558,000 "," 78,021,565 ",18.6,266.0,"4,552.8",砂川市,市区,"17,565",14,2007年4月,13,"394,000","348,000","318,000",0,200,230,430,15,," 5,388,510 "," 4,558,000 "," 91,308,302 ",18.1,259.5
27,北海道,歌志内市,北海道歌志内市,一般市,"3,275",8,2011年4月,8,"332,000","295,000","270,000",0,222.5,222.5,445,0,," 4,441,500 "," 2,247,000 "," 36,963,150 ",82.4,686.1,"11,286.5",歌志内市,市区,"3,524",8,2011年4月,8,"298,000","265,000","243,000",0,207.5,222.5,430,0,," 3,960,900 "," 2,021,000 "," 64,562,670 ",69.0,573.5
28,北海道,深川市,北海道深川市,一般市,"20,803",16,2007年6月,16,"376,000","337,000","317,000",0,212.5,232.5,445,0,," 5,214,650 "," 5,151,000 "," 84,733,950 ",15.2,247.6,"4,073.2",深川市,市区,"21,593",16,2007年6月,16,"376,000","337,000","317,000",0,202.5,227.5,430,0,," 5,167,100 "," 5,151,000 "," 84,223,730 ",14.7,238.5
29,北海道,富良野市,北海道富良野市,一般市,"21,907",18,2007年4月,18,"382,000","337,000","310,000",0,212.5,232.5,445,15,," 5,306,425 "," 5,679,000 "," 97,210,283 ",14.2,259.2,"4,437.4",富良野市,市区,"22,595",18,2007年4月,18,"382,000","337,000","310,000",0,202.5,217.5,420,15,," 5,217,300 "," 5,679,000 "," 87,807,159 ",13.7,251.3
30,北海道,登別市,北海道登別市,一般市,"48,395",19,2015年4月,18,"400,000","350,000","320,000",0,213,233,445,15,," 5,477,600 "," 6,190,000 "," 105,957,325 ",6.6,127.9,"2,189.4",登別市,市区,"49,440",19,2015年4月,19,"400,000","350,000","320,000",0,210,220,430,15,," 5,422,400 "," 6,190,000 "," 91,882,568 ",6.5,125.2
31,北海道,恵庭市,北海道恵庭市,一般市,"69,850",21,2011年4月,21,"440,000","385,000","355,000",0,212.5,232.5,445,20,," 6,155,700 "," 7,570,000 "," 131,263,800 ",5.1,108.4,"1,879.2",恵庭市,市区,"69,227",21,2011年4月,21,"440,000","385,000","355,000",0,212.5,217.5,430,20,," 6,091,800 "," 7,570,000 "," 104,535,288 ",5.1,109.4
32,北海道,伊達市,北海道伊達市,一般市,"34,365",18,2011年5月,18,"392,000","343,000","316,000",0,212.5,232.5,445,15,," 5,409,130 "," 5,791,000 "," 99,127,443 ",9.2,168.5,"2,884.5",伊達市,市区,"35,098",18,2011年5月,18,"392,000","343,000","316,000",0,202.5,227.5,430,15,," 5,354,620 "," 5,791,000 "," 90,734,036 ",9.0,165.0
33,北海道,北広島市,北海道北広島市,一般市,"58,630",22,2011年4月,22,"431,000","384,000","347,000",0,158,173,330,45,," 5,824,395 "," 7,755,000 "," 130,167,675 ",5.9,132.3,"2,220.2",北広島市,市区,"59,133",22,2011年4月,22,"431,000","384,000","347,000",0,150,175,325,45,," 5,799,238 "," 7,755,000 "," 96,919,757 ",5.9,131.1
34,北海道,石狩市,北海道石狩市,一般市,"58,345",22,2011年5月,21,"439,000","383,000","336,000",0,158,178,335,45,," 5,664,120 "," 7,542,000 "," 127,139,265 ",5.8,129.3,"2,179.1",石狩市,市区,"58,950",22,2011年5月,21,"439,000","383,000","336,000",0,150,175,325,45,," 5,615,400 "," 7,542,000 "," 93,847,373 ",5.7,127.9
35,北海道,北斗市,北海道北斗市,一般市,"46,487",22,2011年4月,21,"400,000","340,000","300,000",0,190,195,385,15,," 4,928,250 "," 6,740,000 "," 110,721,350 ",6.5,145.0,"2,381.8",北斗市,市区,"47,181",22,2011年4月,22,"400,000","340,000","300,000",0,190,195,385,15,," 4,928,250 "," 6,740,000 "," 80,958,827 ",6.4,142.9
36,北海道,当別町,北海道当別町,町村,"16,205",15,?,15,"310,000","260,000","240,000",?,?,?,?,?,,#VALUE!," 3,690,000 ",#VALUE!,14.8,227.7,#VALUE!,当別町,町村,"16,715",15,?,15,"310,000","260,000","240,000",?,?,?,?,?,,#VALUE!," 3,690,000 ",#VALUE!,14.4,220.8
37,北海道,新篠津村,北海道新篠津村,町村,"3,134",8,?,8,"260,000","225,000","190,000",?,?,?,?,?,,#VALUE!," 1,625,000 ",#VALUE!,60.6,518.5,#VALUE!,新篠津村,町村,"3,246",8,?,8,"260,000","225,000","190,000",?,?,?,?,?,,#VALUE!," 1,625,000 ",#VALUE!,58.5,500.6
38,北海道,松前町,北海道松前町,町村,"7,348",12,?,12,"270,000","210,000","180,000",?,?,?,?,?,,#VALUE!," 2,280,000 ",#VALUE!,24.5,310.3,#VALUE!,松前町,町村,"7,900",12,?,12,"270,000","210,000","180,000",?,?,?,?,?,,#VALUE!," 2,280,000 ",#VALUE!,22.8,288.6
39,北海道,福島町,北海道福島町,町村,"4,166",10,?,9,"278,000","222,000","187,000",?,?,?,?,?,,#VALUE!," 1,996,000 ",#VALUE!,44.9,479.1,#VALUE!,福島町,町村,"4,406",10,?,10,"259,000","207,000","174,000",?,?,?,?,?,,#VALUE!," 1,858,000 ",#VALUE!,39.5,421.7
40,北海道,知内町,北海道知内町,町村,"4,420",10,?,10,"255,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,815,000 ",#VALUE!,38.5,410.6,#VALUE!,知内町,町村,"4,636",10,?,10,"243,000","190,000","162,000",?,?,?,?,?,,#VALUE!," 1,729,000 ",#VALUE!,34.9,373.0
41,北海道,木古内町,北海道木古内町,町村,"4,224",10,?,10,"255,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,815,000 ",#VALUE!,40.2,429.7,#VALUE!,木古内町,町村,"4,456",10,?,10,"255,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,815,000 ",#VALUE!,38.2,407.3
42,北海道,七飯町,北海道七飯町,町村,"28,388",18,?,18,"330,000","260,000","230,000",?,?,?,?,?,,#VALUE!," 4,270,000 ",#VALUE!,8.1,150.4,#VALUE!,七飯町,町村,"28,450",18,?,18,"330,000","260,000","230,000",?,?,?,?,?,,#VALUE!," 4,270,000 ",#VALUE!,8.1,150.1
43,北海道,鹿部町,北海道鹿部町,町村,"3,979",10,?,10,"239,000","185,000","158,000",?,?,?,?,?,,#VALUE!," 1,688,000 ",#VALUE!,39.7,424.2,#VALUE!,鹿部町,町村,"4,104",10,?,10,"239,000","185,000","158,000",?,?,?,?,?,,#VALUE!," 1,688,000 ",#VALUE!,38.5,411.3
44,北海道,森町,北海道森町,町村,"15,696",16,?,16,"295,000","225,000","195,000",?,?,?,?,?,,#VALUE!," 3,250,000 ",#VALUE!,12.4,207.1,#VALUE!,森町,町村,"16,351",16,?,16,"295,000","225,000","195,000",?,?,?,?,?,,#VALUE!," 3,250,000 ",#VALUE!,11.9,198.8
45,北海道,八雲町,北海道八雲町,町村,"16,737",16,?,15,"295,000","230,000","195,000",?,?,?,?,?,,#VALUE!," 3,255,000 ",#VALUE!,11.7,194.5,#VALUE!,八雲町,町村,"17,342",16,?,16,"265,500","211,600","183,300",?,?,?,?,?,,#VALUE!," 3,043,300 ",#VALUE!,10.6,175.5
46,北海道,長万部町,北海道長万部町,町村,"5,549",10,?,10,"250,000","205,000","175,000",?,?,?,?,?,,#VALUE!," 1,855,000 ",#VALUE!,31.5,334.3,#VALUE!,長万部町,町村,"5,720",10,?,10,"250,000","205,000","175,000",?,?,?,?,?,,#VALUE!," 1,855,000 ",#VALUE!,30.6,324.3
47,北海道,江差町,北海道江差町,町村,"7,797",12,?,12,"233,000","195,000","176,000",?,?,?,?,?,,#VALUE!," 2,188,000 ",#VALUE!,22.6,280.6,#VALUE!,江差町,町村,"8,145",12,?,12,"233,000","195,000","176,000",?,?,?,?,?,,#VALUE!," 2,188,000 ",#VALUE!,21.6,268.6
48,北海道,上ノ国町,北海道上ノ国町,町村,"4,895",9,?,9,"238,000","195,000","171,000",?,?,?,?,?,,#VALUE!," 1,630,000 ",#VALUE!,34.9,333.0,#VALUE!,上ノ国町,町村,"5,198",9,?,9,"238,000","195,000","171,000",?,?,?,?,?,,#VALUE!," 1,630,000 ",#VALUE!,32.9,313.6
49,北海道,厚沢部町,北海道厚沢部町,町村,"3,904",10,?,9,"228,000","194,000","171,000",?,?,?,?,?,,#VALUE!," 1,790,000 ",#VALUE!,43.8,458.5,#VALUE!,厚沢部町,町村,"4,116",10,?,10,"228,000","194,000","171,000",?,?,?,?,?,,#VALUE!," 1,790,000 ",#VALUE!,41.5,434.9
50,北海道,乙部町,北海道乙部町,町村,"3,754",10,?,10,"232,000","193,000","170,000",?,?,?,?,?,,#VALUE!," 1,785,000 ",#VALUE!,45.3,475.5,#VALUE!,乙部町,町村,"3,936",10,?,10,"232,000","193,000","170,000",?,?,?,?,?,,#VALUE!," 1,785,000 ",#VALUE!,43.2,453.5
51,北海道,奥尻町,北海道奥尻町,町村,"2,690",8,?,8,"225,000","180,000","162,000",?,?,?,?,?,,#VALUE!," 1,377,000 ",#VALUE!,60.2,511.9,#VALUE!,奥尻町,町村,"2,820",8,?,8,"225,000","180,000","162,000",?,?,?,?,?,,#VALUE!," 1,377,000 ",#VALUE!,57.4,488.3
52,北海道,今金町,北海道今金町,町村,"5,399",12,?,12,"239,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 2,139,000 ",#VALUE!,31.5,396.2,#VALUE!,今金町,町村,"5,592",12,?,12,"239,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 2,139,000 ",#VALUE!,30.4,382.5
53,北海道,せたな町,北海道せたな町,町村,"8,057",12,?,11,"235,000","190,000","165,000",?,?,?,?,?,,#VALUE!," 2,075,000 ",#VALUE!,20.5,257.5,#VALUE!,せたな町,町村,"8,471",12,?,12,"235,000","190,000","165,000",?,?,?,?,?,,#VALUE!," 2,075,000 ",#VALUE!,19.5,245.0
54,北海道,島牧村,北海道島牧村,町村,"1,490",8,?,8,"245,000","194,000","165,000",?,?,?,?,?,,#VALUE!," 1,429,000 ",#VALUE!,110.7,959.1,#VALUE!,島牧村,町村,"1,561",8,?,8,"230,000","180,000","155,000",?,?,?,?,?,,#VALUE!," 1,340,000 ",#VALUE!,99.3,858.4
55,北海道,寿都町,北海道寿都町,町村,"3,005",9,?,9,"260,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,650,000 ",#VALUE!,56.6,549.1,#VALUE!,寿都町,町村,"3,114",9,?,9,"245,000","195,000","165,000",?,?,?,?,?,,#VALUE!," 1,595,000 ",#VALUE!,53.0,512.2
56,北海道,黒松内町,北海道黒松内町,町村,"2,859",9,?,9,"246,000","194,000","164,000",?,?,?,?,?,,#VALUE!," 1,588,000 ",#VALUE!,57.4,555.4,#VALUE!,黒松内町,町村,"2,988",9,?,9,"246,000","194,000","164,000",?,?,?,?,?,,#VALUE!," 1,588,000 ",#VALUE!,54.9,531.5
57,北海道,蘭越町,北海道蘭越町,町村,"4,718",10,?,9,"247,000","195,000","162,000",?,?,?,?,?,,#VALUE!," 1,738,000 ",#VALUE!,34.3,368.4,#VALUE!,蘭越町,町村,"4,926",10,?,10,"247,000","195,000","162,000",?,?,?,?,?,,#VALUE!," 1,738,000 ",#VALUE!,32.9,352.8
58,北海道,ニセコ町,北海道ニセコ町,町村,"5,024",10,?,10,"258,000","205,000","170,000",?,?,?,?,?,,#VALUE!," 1,823,000 ",#VALUE!,33.8,362.9,#VALUE!,ニセコ町,町村,"4,907",10,?,10,"258,000","205,000","170,000",?,?,?,?,?,,#VALUE!," 1,823,000 ",#VALUE!,34.6,371.5
59,北海道,真狩村,北海道真狩村,町村,"2,082",8,?,7,"250,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,470,000 ",#VALUE!,81.7,706.1,#VALUE!,真狩村,町村,"2,074",8,?,8,"240,000","190,000","160,000",?,?,?,?,?,,#VALUE!," 1,390,000 ",#VALUE!,77.1,670.2
60,北海道,留寿都村,北海道留寿都村,町村,"1,941",10,?,9,"240,000","191,000","160,000",?,?,?,?,?,,#VALUE!," 1,711,000 ",#VALUE!,82.4,881.5,#VALUE!,留寿都村,町村,"1,903",10,?,10,"240,000","191,000","160,000",?,?,?,?,?,,#VALUE!," 1,711,000 ",#VALUE!,84.1,899.1
61,北海道,喜茂別町,北海道喜茂別町,町村,"2,254",9,?,9,"250,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,640,000 ",#VALUE!,75.4,727.6,#VALUE!,喜茂別町,町村,"2,246",9,?,9,"250,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,640,000 ",#VALUE!,75.7,730.2
62,北海道,京極町,北海道京極町,町村,"3,036",10,?,10,"243,000","192,000","165,000",?,?,?,?,?,,#VALUE!," 1,755,000 ",#VALUE!,54.3,578.1,#VALUE!,京極町,町村,"3,142",10,?,10,"243,000","192,000","165,000",?,?,?,?,?,,#VALUE!," 1,755,000 ",#VALUE!,52.5,558.6
63,北海道,倶知安町,北海道倶知安町,町村,"15,327",16,?,16,"268,000","218,000","179,000",?,?,?,?,?,,#VALUE!," 2,992,000 ",#VALUE!,11.7,195.2,#VALUE!,倶知安町,町村,"15,323",16,?,16,"255,000","207,000","173,000",?,?,?,?,?,,#VALUE!," 2,884,000 ",#VALUE!,11.3,188.2
64,北海道,共和町,北海道共和町,町村,"5,980",13,?,13,"267,000","210,000","177,000",?,?,?,?,?,,#VALUE!," 2,424,000 ",#VALUE!,29.6,405.4,#VALUE!,共和町,町村,"6,154",13,?,13,"252,000","198,000","167,000",?,?,?,?,?,,#VALUE!," 2,287,000 ",#VALUE!,27.1,371.6
65,北海道,岩内町,北海道岩内町,町村,"12,712",16,?,16,"282,000","226,000","185,000",?,?,?,?,?,,#VALUE!," 3,098,000 ",#VALUE!,14.6,243.7,#VALUE!,岩内町,町村,"13,259",16,?,16,"282,000","226,000","185,000",?,?,?,?,?,,#VALUE!," 3,098,000 ",#VALUE!,14.0,233.7
66,北海道,泊村,北海道泊村,町村,"1,661",9,?,8,"263,000","209,000","170,000",?,?,?,?,?,,#VALUE!," 1,662,000 ",#VALUE!,102.3,"1,000.6",#VALUE!,泊村,町村,"1,751",9,?,8,"263,000","209,000","170,000",?,?,?,?,?,,#VALUE!," 1,662,000 ",#VALUE!,97.1,949.2
67,北海道,神恵内村,北海道神恵内村,町村,883,8,?,8,"225,000","180,000","160,000",?,?,?,?,?,,#VALUE!," 1,365,000 ",#VALUE!,181.2,"1,545.9",#VALUE!,神恵内村,町村,907,8,?,8,"225,000","180,000","160,000",?,?,?,?,?,,#VALUE!," 1,365,000 ",#VALUE!,176.4,"1,505.0"
68,北海道,積丹町,北海道積丹町,町村,"2,074",9,?,9,"260,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,650,000 ",#VALUE!,82.0,795.6,#VALUE!,積丹町,町村,"2,229",9,?,9,"260,000","200,000","170,000",?,?,?,?,?,,#VALUE!," 1,650,000 ",#VALUE!,76.3,740.2
69,北海道,古平町,北海道古平町,町村,"3,138",10,?,10,"240,000","193,000","162,000",?,?,?,?,?,,#VALUE!," 1,729,000 ",#VALUE!,51.6,551.0,#VALUE!,古平町,町村,"3,292",10,?,10,"240,000","193,000","162,000",?,?,?,?,?,,#VALUE!," 1,729,000 ",#VALUE!,49.2,525.2
70,北海道,仁木町,北海道仁木町,町村,"3,480",9,?,9,"239,000","193,000","160,000",?,?,?,?,?,,#VALUE!," 1,552,000 ",#VALUE!,46.0,446.0,#VALUE!,仁木町,町村,"3,463",9,?,9,"239,000","193,000","160,000",?,?,?,?,?,,#VALUE!," 1,552,000 ",#VALUE!,46.2,448.2
71,北海道,余市町,北海道余市町,町村,"19,049",18,?,18,"290,000","235,000","200,000",?,?,?,?,?,,#VALUE!," 3,725,000 ",#VALUE!,10.5,195.5,#VALUE!,余市町,町村,"19,684",18,?,18,"290,000","235,000","200,000",?,?,?,?,?,,#VALUE!," 3,725,000 ",#VALUE!,10.2,189.2
72,北海道,赤井川村,北海道赤井川村,町村,"1,151",8,?,8,"290,000","219,000","188,000",?,?,?,?,?,,#VALUE!," 1,637,000 ",#VALUE!,163.3,"1,422.2",#VALUE!,赤井川村,町村,"1,144",8,?,8,"270,000","199,000","168,000",?,?,?,?,?,,#VALUE!," 1,477,000 ",#VALUE!,146.9,"1,291.1"
73,北海道,南幌町,北海道南幌町,町村,"7,607",11,?,11,"295,000","236,000","195,000",?,?,?,?,?,,#VALUE!," 2,286,000 ",#VALUE!,25.6,300.5,#VALUE!,南幌町,町村,"7,863",11,?,11,"295,000","236,000","195,000",?,?,?,?,?,,#VALUE!," 2,286,000 ",#VALUE!,24.8,290.7
74,北海道,奈井江町,北海道奈井江町,町村,"5,458",9,?,9,"262,000","208,000","174,000",?,?,?,?,?,,#VALUE!," 1,688,000 ",#VALUE!,31.9,309.3,#VALUE!,奈井江町,町村,"5,688",9,?,9,"262,000","208,000","174,000",?,?,?,?,?,,#VALUE!," 1,688,000 ",#VALUE!,30.6,296.8
75,北海道,上砂川町,北海道上砂川町,町村,"3,056",9,?,9,"279,000","221,000","185,000",?,?,?,?,?,,#VALUE!," 1,795,000 ",#VALUE!,60.5,587.4,#VALUE!,上砂川町,町村,"3,309",9,?,9,"279,000","221,000","185,000",?,?,?,?,?,,#VALUE!," 1,795,000 ",#VALUE!,55.9,542.5
76,北海道,由仁町,北海道由仁町,町村,"5,219",10,?,10,"266,000","210,000","176,000",?,?,?,?,?,,#VALUE!," 1,884,000 ",#VALUE!,33.7,361.0,#VALUE!,由仁町,町村,"5,458",10,?,10,"266,000","210,000","176,000",?,?,?,?,?,,#VALUE!," 1,884,000 ",#VALUE!,32.2,345.2
77,北海道,長沼町,北海道長沼町,町村,"10,947",14,?,14,"298,000","237,000","193,000",?,?,?,?,?,,#VALUE!," 2,851,000 ",#VALUE!,17.6,260.4,#VALUE!,長沼町,町村,"11,285",14,?,14,"298,000","237,000","193,000",?,?,?,?,?,,#VALUE!," 2,851,000 ",#VALUE!,17.1,252.6
78,北海道,栗山町,北海道栗山町,町村,"11,927",12,?,12,"300,000","239,000","196,000",?,?,?,?,?,,#VALUE!," 2,499,000 ",#VALUE!,16.4,209.5,#VALUE!,栗山町,町村,"12,373",12,?,12,"300,000","239,000","196,000",?,?,?,?,?,,#VALUE!," 2,499,000 ",#VALUE!,15.8,202.0
79,北海道,月形町,北海道月形町,町村,"3,251",10,?,9,"268,000","214,000","168,000",?,?,?,?,?,,#VALUE!," 1,826,000 ",#VALUE!,51.7,561.7,#VALUE!,月形町,町村,"3,464",10,?,10,"268,000","214,000","168,000",?,?,?,?,?,,#VALUE!," 1,826,000 ",#VALUE!,48.5,527.1
80,北海道,浦臼町,北海道浦臼町,町村,"1,861",9,?,9,"248,000","197,000","165,000",?,?,?,?,?,,#VALUE!," 1,600,000 ",#VALUE!,88.7,859.8,#VALUE!,浦臼町,町村,"2,012",9,?,9,"248,000","197,000","165,000",?,?,?,?,?,,#VALUE!," 1,600,000 ",#VALUE!,82.0,795.2
81,北海道,新十津川町,北海道新十津川町,町村,"6,645",11,?,11,"279,000","221,000","189,000",?,?,?,?,?,,#VALUE!," 2,201,000 ",#VALUE!,28.4,331.2,#VALUE!,新十津川町,町村,"6,809",11,?,11,"279,000","221,000","189,000",?,?,?,?,?,,#VALUE!," 2,201,000 ",#VALUE!,27.8,323.2
82,北海道,妹背牛町,北海道妹背牛町,町村,"2,981",10,?,10,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,896,000 ",#VALUE!,59.4,636.0,#VALUE!,妹背牛町,町村,"3,137",10,?,10,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,896,000 ",#VALUE!,56.4,604.4
83,北海道,秩父別町,北海道秩父別町,町村,"2,416",9,?,9,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,719,000 ",#VALUE!,73.3,711.5,#VALUE!,秩父別町,町村,"2,488",9,?,9,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,719,000 ",#VALUE!,71.1,690.9
84,北海道,雨竜町,北海道雨竜町,町村,"2,454",9,?,9,"263,000","209,000","175,000",?,?,?,?,?,,#VALUE!," 1,697,000 ",#VALUE!,71.3,691.5,#VALUE!,雨竜町,町村,"2,554",9,?,9,"263,000","209,000","175,000",?,?,?,?,?,,#VALUE!," 1,697,000 ",#VALUE!,68.5,664.4
85,北海道,北竜町,北海道北竜町,町村,"1,889",8,?,8,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,542,000 ",#VALUE!,93.7,816.3,#VALUE!,北竜町,町村,"1,971",8,?,8,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,542,000 ",#VALUE!,89.8,782.3
86,北海道,沼田町,北海道沼田町,町村,"3,135",10,?,10,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,896,000 ",#VALUE!,56.5,604.8,#VALUE!,沼田町,町村,"3,206",10,?,10,"268,000","212,000","177,000",?,?,?,?,?,,#VALUE!," 1,896,000 ",#VALUE!,55.2,591.4
87,北海道,鷹栖町,北海道鷹栖町,町村,"6,941",12,?,11,"250,000","190,000","165,000",?,?,?,?,?,,#VALUE!," 2,090,000 ",#VALUE!,23.8,301.1,#VALUE!,鷹栖町,町村,"7,157",12,?,11,"250,000","190,000","165,000",?,?,?,?,?,,#VALUE!," 2,090,000 ",#VALUE!,23.1,292.0
88,北海道,東神楽町,北海道東神楽町,町村,"10,327",12,?,12,"249,000","195,000","168,000",?,?,?,?,?,,#VALUE!," 2,124,000 ",#VALUE!,16.3,205.7,#VALUE!,東神楽町,町村,"10,384",12,?,12,"242,000","189,000","163,000",?,?,?,?,?,,#VALUE!," 2,061,000 ",#VALUE!,15.7,198.5
89,北海道,当麻町,北海道当麻町,町村,"6,525",10,?,10,"250,000","195,000","170,000",?,?,?,?,?,,#VALUE!," 1,805,000 ",#VALUE!,26.1,276.6,#VALUE!,当麻町,町村,"6,694",10,?,10,"250,000","195,000","170,000",?,?,?,?,?,,#VALUE!," 1,805,000 ",#VALUE!,25.4,269.6
90,北海道,比布町,北海道比布町,町村,"3,773",9,?,9,"245,000","184,000","163,000",?,?,?,?,?,,#VALUE!," 1,570,000 ",#VALUE!,43.2,416.1,#VALUE!,比布町,町村,"3,852",9,?,8,"245,000","184,000","163,000",?,?,?,?,?,,#VALUE!," 1,570,000 ",#VALUE!,42.3,407.6
91,北海道,愛別町,北海道愛別町,町村,"2,859",9,?,8,"232,000","179,000","158,000",?,?,?,?,?,,#VALUE!," 1,517,000 ",#VALUE!,55.3,530.6,#VALUE!,愛別町,町村,"3,056",9,?,9,"232,000","179,000","158,000",?,?,?,?,?,,#VALUE!," 1,517,000 ",#VALUE!,51.7,496.4
92,北海道,上川町,北海道上川町,町村,"3,640",11,?,11,"249,300","208,600","179,800",?,?,?,?,?,,#VALUE!," 2,076,100 ",#VALUE!,49.4,570.4,#VALUE!,上川町,町村,"3,854",11,?,11,"249,300","208,600","179,800",?,?,?,?,?,,#VALUE!," 2,076,100 ",#VALUE!,46.7,538.7
93,北海道,東川町,北海道東川町,町村,"8,344",12,?,12,"261,000","208,000","176,000",?,?,?,?,?,,#VALUE!," 2,229,000 ",#VALUE!,21.1,267.1,#VALUE!,東川町,町村,"8,116",12,?,12,"261,000","208,000","176,000",?,?,?,?,?,,#VALUE!," 2,229,000 ",#VALUE!,21.7,274.6
94,北海道,美瑛町,北海道美瑛町,町村,"10,097",14,?,14,"300,000","240,000","200,000",?,?,?,?,?,,#VALUE!," 2,940,000 ",#VALUE!,19.8,291.2,#VALUE!,美瑛町,町村,"10,409",14,?,14,"278,000","220,000","181,000",?,?,?,?,?,,#VALUE!," 2,670,000 ",#VALUE!,17.4,256.5
95,北海道,上富良野町,北海道上富良野町,町村,"10,851",14,?,14,"275,000","209,000","179,000",?,?,?,?,?,,#VALUE!," 2,632,000 ",#VALUE!,16.5,242.6,#VALUE!,上富良野町,町村,"10,997",14,?,14,"275,000","205,000","170,000",?,?,?,?,?,,#VALUE!," 2,520,000 ",#VALUE!,15.5,229.2
